Country,Prev_Year,Prev_Year_Production,Year,Production,YOY,YOY_Perc
Kenya,2015,1963495.0,2016,1335882.87,-627612.1299999999,-32.0
Russian Federation,2009,31133958.0,2010,21140539.0,-9993419.0,-32.0
Czechia,2005,1013000.0,2006,692174.0,-320826.0,-32.0
Russian Federation,2015,33645799.4,2016,22463487.0,-11182312.399999999,-33.0
Bulgaria,2004,573179.0,2005,375459.0,-197720.0,-34.0
Serbia,2011,891513.0,2012,577966.0,-313547.0,-35.0
Chile,2011,1676444.0,2012,1093462.0,-582982.0,-35.0
Syrian Arab Republic,2012,698129.0,2013,441718.0,-256411.0,-37.0
Venezuela (Bolivarian Republic of),2011,554852.0,2012,349029.0,-205823.0,-37.0
Iraq,2013,647337.0,2014,402302.0,-245035.0,-38.0
Romania,2019,2626790.0,2020,1601240.0,-1025550.0,-39.0
Romania,2011,4076570.0,2012,2465150.0,-1611420.0,-40.0
Chile,2006,1391378.0,2007,834223.0,-557155.0,-40.0
Lithuania,2000,1791600.0,2001,1054400.0,-737200.0,-41.0
Iraq,2007,598000.0,2008,348773.0,-249227.0,-42.0
Kazakhstan,2018,3806992.43,2019,2113762.87,-1693229.56,-44.0
United Republic of Tanzania,2016,1081454.04,2017,583082.0,-498372.04000000004,-46.0
Lithuania,2005,894700.0,2006,457100.0,-437600.0,-49.0
Croatia,2002,736198.0,2003,375050.0,-361148.0,-49.0
Malawi,2001,2852007.0,2002,1403804.0,-1448203.0,-51.0
Democratic People's Republic of Korea,2015,1683000.0,2016,587642.2,-1095357.8,-65.0
Rwanda,2013,2240714.8,2014,719006.0,-1521708.7999999998,-68.0
Malawi,2013,4535955.0,2014,1023981.0,-3511974.0,-77.0
Serbia,2005,,2006,930305.0,,
Sudan,2011,,2012,339360.0,,
