Country,Prev_Year,Prev_Year_Production,Year,Production,YOY,YOY_Perc
Russian Federation,2002,26922502.0,2003,29358474.0,2435972.0,9.0
Rwanda,2020,858521.46,2021,938281.0,79759.54000000004,9.0
Turkmenistan,2020,490606.0,2021,535907.71,45301.70999999996,9.0
Türkiye,2018,4550000.0,2019,4979824.0,429824.0,9.0
United Republic of Tanzania,2008,789689.77,2009,860980.0,71290.22999999998,9.0
Uzbekistan,2008,1398700.0,2009,1530500.0,131800.0,9.0
Uzbekistan,2012,2057200.0,2013,2250400.0,193200.0,9.0
Uzbekistan,2013,2250400.0,2014,2452400.0,202000.0,9.0
Yemen,2009,278022.0,2010,303380.0,25358.0,9.0
Zimbabwe,2016,438354.0,2017,476088.0,37734.0,9.0
Canada,2011,5172873.0,2012,5641541.0,468668.0,9.0
China,2001,64597619.0,2002,70225831.0,5628212.0,9.0
Democratic People's Republic of Korea,2009,1560000.0,2010,1708000.0,148000.0,9.0
Algeria,2011,3862194.0,2012,4219476.0,357282.0,9.0
Argentina,2005,1788677.0,2006,1943632.0,154955.0,9.0
Australia,2000,1199622.0,2001,1302110.0,102488.0,9.0
Bosnia and Herzegovina,2010,378707.0,2011,412696.0,33989.0,9.0
Brazil,2000,2606932.0,2001,2848664.0,241732.0,9.0
Serbia,2014,592046.37,2015,639410.0,47363.630000000005,8.0
South Africa,2018,2467724.0,2019,2673768.0,206044.0,8.0
Sweden,2007,789000.0,2008,853200.0,64200.0,8.0
Sweden,2010,816300.0,2011,882000.0,65700.0,8.0
Ecuador,2003,381748.0,2004,413367.0,31619.0,8.0
Egypt,2000,1769910.0,2001,1903134.0,133224.0,8.0
Egypt,2013,4265178.0,2014,4611065.0,345887.0,8.0
Ethiopia,2000,385000.0,2001,415000.0,30000.0,8.0
Malawi,2020,1318236.0,2021,1419527.0,101291.0,8.0
Malawi,2022,1442661.0,2023,1551921.22,109260.21999999997,8.0
Morocco,2021,1641853.0,2022,1768362.0,126509.0,8.0
Myanmar,2005,470700.0,2006,508400.0,37700.0,8.0
Nepal,2015,2586286.78,2016,2805581.76,219294.97999999998,8.0
Netherlands (Kingdom of the),2013,6576860.0,2014,7100258.0,523398.0,8.0
Indonesia,2001,831140.0,2002,893824.0,62684.0,8.0
Iran (Islamic Republic of),2001,3485814.0,2002,3755804.1,269990.1000000001,8.0
Iran (Islamic Republic of),2004,4453789.0,2005,4830124.1,376335.0999999996,8.0
Iran (Islamic Republic of),2011,4708003.0,2012,5069000.0,360997.0,8.0
Latvia,2011,499000.0,2012,538900.0,39900.0,8.0
New Zealand,2008,505000.0,2009,545000.0,40000.0,8.0
Nigeria,2005,776000.0,2006,838000.0,62000.0,8.0
Norway,2003,366800.0,2004,396400.0,29600.0,8.0
Russian Federation,2008,28846360.0,2009,31133958.0,2287598.0,8.0
Rwanda,2011,2171517.41,2012,2337706.0,166188.58999999985,8.0
Rwanda,2017,846183.97,2018,916062.17,69878.20000000007,8.0
Türkiye,2005,4060000.0,2006,4366180.0,306180.0,8.0
United States of America,2011,19506150.0,2012,21090685.0,1584535.0,8.0
Venezuela (Bolivarian Republic of),2010,512544.0,2011,554852.0,42308.0,8.0
Chile,2001,1210040.0,2002,1303268.0,93228.0,8.0
China,2007,63820389.0,2008,68633152.0,4812763.0,8.0
Colombia,2011,1709950.0,2012,1847145.0,137195.0,8.0
Afghanistan,2008,280000.0,2009,302400.0,22400.0,8.0
Algeria,2018,4653322.15,2019,5020249.0,366926.8499999996,8.0
Armenia,2006,539477.0,2007,583934.0,44457.0,8.0
Armenia,2019,404057.0,2020,437226.0,33169.0,8.0
Australia,2009,1178534.0,2010,1278118.0,99584.0,8.0
Australia,2017,1105194.17,2018,1188655.0,83460.83000000007,8.0
Austria,2018,697930.0,2019,751260.0,53330.0,8.0
Bangladesh,2016,9474099.0,2017,10215957.0,741858.0,8.0
Bolivia (Plurinational State of),2018,1160939.56,2019,1256584.0,95644.43999999994,8.0
Sudan (former),2010,315000.0,2011,336000.0,21000.0,7.0
Sweden,2015,802500.0,2016,862500.0,60000.0,7.0
Egypt,2014,4611065.0,2015,4955445.0,344380.0,7.0
France,2022,8067380.0,2023,8606490.0,539110.0,7.0
Malawi,2009,3427764.0,2010,3673538.0,245774.0,7.0
Morocco,2007,1437215.0,2008,1536560.0,99345.0,7.0
Morocco,2010,1604620.0,2011,1721402.0,116782.0,7.0
Nepal,2003,1531315.0,2004,1643357.0,112042.0,7.0
Netherlands (Kingdom of the),2010,6843529.0,2011,7333472.0,489943.0,7.0
India,2022,56176000.0,2023,60142000.0,3966000.0,7.0
Italy,2013,1272211.0,2014,1365440.0,93229.0,7.0
Italy,2019,1338430.0,2020,1434650.0,96220.0,7.0
Kazakhstan,2012,3126436.5,2013,3343593.6,217157.1000000001,7.0
Kazakhstan,2017,3551114.0,2018,3806992.43,255878.43000000017,7.0
Kyrgyzstan,2014,1320700.0,2015,1416370.0,95670.0,7.0
New Zealand,2011,526662.41,2012,562359.78,35697.369999999995,7.0
New Zealand,2019,519033.21,2020,552975.03,33941.82000000001,7.0
Nigeria,2003,678000.0,2004,726000.0,48000.0,7.0
Nigeria,2004,726000.0,2005,776000.0,50000.0,7.0
Pakistan,2009,2941300.0,2010,3141500.0,200200.0,7.0
Peru,2010,3814373.0,2011,4072455.0,258082.0,7.0
Peru,2017,4776294.0,2018,5133927.31,357633.3099999996,7.0
Romania,2003,3947177.0,2004,4230210.0,283033.0,7.0
Romania,2005,3738594.0,2006,4015899.0,277305.0,7.0
Romania,2013,3289722.0,2014,3519329.0,229607.0,7.0
Russian Federation,2014,31501353.6,2015,33645799.4,2144445.799999997,7.0
Uganda,2001,508000.0,2002,546000.0,38000.0,7.0
Uganda,2005,585000.0,2006,628000.0,43000.0,7.0
United Kingdom of Great Britain and Northern Ireland,2003,5918000.0,2004,6316500.0,398500.0,7.0
United Kingdom of Great Britain and Northern Ireland,2008,5999000.0,2009,6396000.0,397000.0,7.0
United Republic of Tanzania,2002,637720.0,2003,684420.0,46700.0,7.0
United Republic of Tanzania,2003,684420.0,2004,731120.0,46700.0,7.0
United Republic of Tanzania,2019,1013408.0,2020,1086205.82,72797.82000000007,7.0
Uzbekistan,2002,777200.0,2003,834400.0,57200.0,7.0
Uzbekistan,2003,834400.0,2004,895730.0,61330.0,7.0
Brazil,2022,3926076.0,2023,4188704.0,262628.0,7.0
Burundi,2021,394279.0,2022,423241.0,28962.0,7.0
China,2010,76592184.0,2011,81636345.0,5044161.0,7.0
Czechia,2018,583560.0,2019,622600.0,39040.0,7.0
Democratic People's Republic of Korea,2002,1884000.0,2003,2023000.0,139000.0,7.0
Democratic People's Republic of Korea,2014,1575000.0,2015,1683000.0,108000.0,7.0
Austria,2017,653400.0,2018,697930.0,44530.0,7.0
Azerbaijan,2015,839795.0,2016,902396.4,62601.40000000002,7.0
Saudi Arabia,2005,440974.0,2006,468596.0,27622.0,6.0
Serbia,2008,843545.0,2009,898282.0,54737.0,6.0
South Africa,2002,1555905.0,2003,1649820.0,93915.0,6.0
South Africa,2007,1917422.0,2008,2040000.0,122578.0,6.0
Spain,2010,2326654.0,2011,2455101.0,128447.0,6.0
Sudan,2018,439553.52,2019,465926.73,26373.209999999963,6.0
Sudan,2019,465926.73,2020,493882.34,27955.610000000044,6.0
Sudan (former),2008,284000.0,2009,301000.0,17000.0,6.0
Syrian Arab Republic,2010,673200.0,2011,715276.0,42076.0,6.0
Ecuador,2015,397520.5,2016,422589.43,25068.929999999993,6.0
Ethiopia,2010,447333.0,2011,475441.0,28108.0,6.0
Finland,2001,732800.0,2002,780100.0,47300.0,6.0
Greece,2002,900846.58,2003,953998.35,53151.77000000002,6.0
Mexico,2022,1878976.0,2023,1986198.81,107222.81000000006,6.0
Morocco,2000,1090350.0,2001,1154600.0,64250.0,6.0
Morocco,2003,1401470.0,2004,1481800.0,80330.0,6.0
Morocco,2005,1478540.0,2006,1569100.0,90560.0,6.0
Mozambique,2022,495839.0,2023,526249.0,30410.0,6.0
Nepal,2004,1643357.0,2005,1738840.0,95483.0,6.0
Nepal,2007,1943246.0,2008,2054817.0,111571.0,6.0
Nepal,2020,3131830.0,2021,3325231.0,193401.0,6.0
India,2009,34390900.0,2010,36577300.0,2186400.0,6.0
India,2017,48605000.0,2018,51310000.0,2705000.0,6.0
Indonesia,2003,1009979.0,2004,1072040.0,62061.0,6.0
Indonesia,2020,1282767.76,2021,1361064.0,78296.23999999999,6.0
Iran (Islamic Republic of),2003,4210637.0,2004,4453789.0,243152.0,6.0
Israel,2002,417100.0,2003,440140.0,23040.0,6.0
Nigeria,2001,599000.0,2002,637000.0,38000.0,6.0
Nigeria,2002,637000.0,2003,678000.0,41000.0,6.0
Nigeria,2014,1173145.5,2015,1240446.25,67300.75,6.0
Pakistan,2018,4591776.0,2019,4869312.0,277536.0,6.0
Peru,2007,3388000.0,2008,3597091.0,209091.0,6.0
Peru,2021,5702349.88,2022,6036604.2,334254.3200000003,6.0
Russian Federation,2007,27195248.0,2008,28846360.0,1651112.0,6.0
Rwanda,2000,957202.0,2001,1012269.0,55067.0,6.0
Rwanda,2002,1038931.0,2003,1099549.0,60618.0,6.0
Rwanda,2018,916062.17,2019,973407.9,57345.72999999998,6.0
Turkmenistan,2018,359747.3,2019,382382.0,22634.70000000001,6.0
Türkiye,2013,3948000.0,2014,4166000.0,218000.0,6.0
Uganda,2000,478000.0,2001,508000.0,30000.0,6.0
Ukraine,2013,22258600.0,2014,23693350.0,1434750.0,6.0
Burundi,2022,423241.0,2023,449576.31,26335.309999999998,6.0
Chile,2012,1093462.0,2013,1158922.0,65460.0,6.0
China,2003,68138764.0,2004,72243279.0,4104515.0,6.0
Algeria,2022,4356127.74,2023,4632151.71,276023.96999999974,6.0
United Kingdom of Great Britain and Northern Ireland,2007,5635000.0,2008,5999000.0,364000.0,6.0
United Republic of Tanzania,2010,1472560.0,2011,1555516.0,82956.0,6.0
United States of America,2010,18350034.0,2011,19506150.0,1156116.0,6.0
Uzbekistan,2018,2911933.0,2019,3089658.0,177725.0,6.0
Venezuela (Bolivarian Republic of),2019,427319.0,2020,451333.72,24014.719999999972,6.0
Israel,2013,590510.0,2014,627734.0,37224.0,6.0
Israel,2015,562014.0,2016,597677.0,35663.0,6.0
Japan,2018,2260000.0,2019,2399000.0,139000.0,6.0
Kenya,2018,1870375.48,2019,1978952.0,108576.52000000002,6.0
Kyrgyzstan,2001,1168396.0,2002,1244031.0,75635.0,6.0
Angola,2019,455249.0,2020,480560.0,25311.0,6.0
Saudi Arabia,2021,578108.0,2022,605000.0,26892.0,5.0
South Africa,2005,1767728.0,2006,1857239.0,89511.0,5.0
South Africa,2010,2090214.0,2011,2197192.0,106978.0,5.0
Sudan,2017,418622.4,2018,439553.52,20931.119999999995,5.0
Sudan (former),2009,301000.0,2010,315000.0,14000.0,5.0
Tajikistan,2004,527240.0,2005,555125.0,27885.0,5.0
Tajikistan,2021,1041300.0,2022,1094400.0,53100.0,5.0
Tajikistan,2022,1094400.0,2023,1144900.0,50500.0,5.0
Denmark,2013,1646300.0,2014,1733400.0,87100.0,5.0
Denmark,2022,2617600.0,2023,2757200.0,139600.0,5.0
Egypt,2018,4960062.0,2019,5200563.0,240501.0,5.0
Ethiopia,2016,921403.0,2017,968969.64,47566.640000000014,5.0
Greece,2006,901705.0,2007,950395.96,48690.95999999996,5.0
Guatemala,2004,411512.0,2005,432128.38,20616.380000000005,5.0
Lebanon,2020,628410.0,2021,659480.0,31070.0,5.0
Malawi,2007,2858811.0,2008,2993818.0,135007.0,5.0
Mexico,2017,1715498.72,2018,1802591.68,87092.95999999996,5.0
Morocco,2002,1334380.0,2003,1401470.0,67090.0,5.0
Morocco,2018,1869149.0,2019,1956711.0,87562.0,5.0
Myanmar,2004,449300.0,2005,470700.0,21400.0,5.0
Myanmar,2007,521300.0,2008,548500.0,27200.0,5.0
Nepal,2013,2690421.0,2014,2817512.0,127091.0,5.0
Hungary,2000,863511.0,2001,908359.0,44848.0,5.0
Iraq,2011,557401.0,2012,586000.0,28599.0,5.0
Ireland,2000,454800.0,2001,477600.0,22800.0,5.0
Israel,2001,396318.0,2002,417100.0,20782.0,5.0
Japan,2011,2387000.0,2012,2500000.0,113000.0,5.0
Japan,2021,2175000.0,2022,2283000.0,108000.0,5.0
Kyrgyzstan,2002,1244031.0,2003,1308200.0,64169.0,5.0
Latvia,2004,628400.0,2005,658200.0,29800.0,5.0
Latvia,2007,642100.0,2008,673400.0,31300.0,5.0
Lebanon,2002,397100.0,2003,416400.0,19300.0,5.0
New Zealand,2007,480000.0,2008,505000.0,25000.0,5.0
New Zealand,2017,472183.09,2018,496649.81,24466.719999999972,5.0
New Zealand,2018,496649.81,2019,519033.21,22383.400000000023,5.0
Nigeria,2010,1026311.02,2011,1077058.41,50747.3899999999,5.0
Nigeria,2016,1179525.61,2017,1234968.04,55442.429999999935,5.0
Pakistan,2022,7936884.0,2023,8319767.0,382883.0,5.0
Peru,2008,3597091.0,2009,3765289.0,168198.0,5.0
Peru,2018,5133927.31,2019,5389231.02,255303.70999999996,5.0
Poland,2013,7290427.0,2014,7689180.0,398753.0,5.0
Republic of Korea,2007,574396.0,2008,604592.0,30196.0,5.0
Türkiye,2008,4196522.0,2009,4397711.0,201189.0,5.0
United Kingdom of Great Britain and Northern Ireland,2001,6649000.0,2002,6966000.0,317000.0,5.0
United Kingdom of Great Britain and Northern Ireland,2018,5060000.0,2019,5307000.0,247000.0,5.0
United States of America,2001,19852512.0,2002,20782288.0,929776.0,5.0
Uzbekistan,2020,3143818.0,2021,3285646.0,141828.0,5.0
Uzbekistan,2021,3285646.0,2022,3443223.88,157577.8799999999,5.0
Venezuela (Bolivarian Republic of),2020,451333.72,2021,475026.65,23692.93000000005,5.0
Zimbabwe,2014,397600.0,2015,417480.0,19880.0,5.0
Zimbabwe,2015,417480.0,2016,438354.0,20874.0,5.0
Chile,2003,1093728.0,2004,1144170.0,50442.0,5.0
Algeria,2015,4539577.0,2016,4759676.63,220099.6299999999,5.0
Argentina,2018,2483769.25,2019,2600000.0,116230.75,5.0
Armenia,2013,660511.0,2014,696147.0,35636.0,5.0
Australia,2003,1247268.0,2004,1310385.0,63117.0,5.0
Bangladesh,2010,7930000.0,2011,8326389.0,396389.0,5.0
Bangladesh,2012,8205470.0,2013,8603000.0,397530.0,5.0
Belarus,2006,8329412.0,2007,8743976.0,414564.0,5.0
Belgium,2009,3296077.0,2010,3455800.0,159723.0,5.0
Bolivia (Plurinational State of),2009,956953.0,2010,1002902.0,45949.0,5.0
Bolivia (Plurinational State of),2012,1006248.81,2013,1054757.38,48508.56999999983,5.0
Bolivia (Plurinational State of),2019,1256584.0,2020,1317923.0,61339.0,5.0
Brazil,2014,3689836.0,2015,3867681.0,177845.0,5.0
Spain,2003,2664955.0,2004,2773567.0,108612.0,4.0
Sweden,2019,846900.0,2020,877200.0,30300.0,4.0
Tajikistan,2014,853737.9,2015,887418.0,33680.09999999998,4.0
Tunisia,2007,357000.0,2008,370000.0,13000.0,4.0
Denmark,2007,1625580.0,2008,1693000.0,67420.0,4.0
Egypt,2001,1903134.0,2002,1985317.0,82183.0,4.0
Finland,2016,587600.0,2017,611900.0,24300.0,4.0
France,2008,6817621.9,2009,7119238.7,301616.7999999998,4.0
Germany,2015,10370200.0,2016,10772100.0,401900.0,4.0
Guatemala,2008,449800.34,2009,467712.7,17912.359999999986,4.0
Guatemala,2018,560655.0,2019,585358.0,24703.0,4.0
Malawi,2014,1023981.0,2015,1065833.0,41852.0,4.0
Mexico,2015,1727345.51,2016,1796813.76,69468.25,4.0
Nepal,2002,1472757.0,2003,1531315.0,58558.0,4.0
Nepal,2009,2424048.0,2010,2517696.0,93648.0,4.0
Nepal,2012,2584301.0,2013,2690421.0,106120.0,4.0
Netherlands (Kingdom of the),2008,6922700.0,2009,7180981.0,258281.0,4.0
Netherlands (Kingdom of the),2021,6675590.0,2022,6915900.0,240310.0,4.0
Guatemala,2022,643343.0,2023,666064.43,22721.43000000005,4.0
India,2021,54230000.0,2022,56176000.0,1946000.0,4.0
Indonesia,2007,1003730.0,2008,1044492.0,40762.0,4.0
Iran (Islamic Republic of),2009,4109012.9,2010,4275000.8,165987.8999999999,4.0
Ireland,2006,382900.0,2007,399000.0,16100.0,4.0
Israel,2012,565628.0,2013,590510.0,24882.0,4.0
Japan,2001,2959000.0,2002,3074000.0,115000.0,4.0
Japan,2010,2290000.0,2011,2387000.0,97000.0,4.0
Kazakhstan,2001,2184830.0,2002,2268840.0,84010.0,4.0
Kyrgyzstan,2003,1308200.0,2004,1362530.0,54330.0,4.0
Kyrgyzstan,2008,1334900.0,2009,1393135.0,58235.0,4.0
Nigeria,2012,1085139.45,2013,1124985.07,39845.62000000011,4.0
Nigeria,2013,1124985.07,2014,1173145.5,48160.429999999935,4.0
Norway,2012,304700.0,2013,318000.0,13300.0,4.0
Pakistan,2001,1665660.0,2002,1730720.0,65060.0,4.0
Pakistan,2004,1938100.0,2005,2024900.0,86800.0,4.0
Peru,2006,3248416.0,2007,3388000.0,139584.0,4.0
Portugal,2006,595291.0,2007,621490.0,26199.0,4.0
Republic of Korea,2009,591053.0,2010,616707.0,25654.0,4.0
Russian Federation,2013,30199126.0,2014,31501353.6,1302227.6000000015,4.0
Türkiye,2001,5000000.0,2002,5200000.0,200000.0,4.0
Türkiye,2011,4613071.0,2012,4795122.0,182051.0,4.0
Türkiye,2019,4979824.0,2020,5200000.0,220176.0,4.0
Uganda,2006,628000.0,2007,650000.0,22000.0,4.0
Ukraine,2015,20839270.0,2016,21750290.0,911020.0,4.0
United Kingdom of Great Britain and Northern Ireland,2010,6056000.0,2011,6310000.0,254000.0,4.0
United Kingdom of Great Britain and Northern Ireland,2013,5685000.0,2014,5911000.0,226000.0,4.0
United Kingdom of Great Britain and Northern Ireland,2019,5307000.0,2020,5512813.08,205813.08000000007,4.0
United States of America,2005,19222700.0,2006,19989724.0,767024.0,4.0
United States of America,2008,18826578.0,2009,19622476.0,795898.0,4.0
Uzbekistan,2001,744400.0,2002,777200.0,32800.0,4.0
Uzbekistan,2017,2793689.0,2018,2911933.0,118244.0,4.0
Uzbekistan,2022,3443223.88,2023,3574060.41,130836.53000000026,4.0
Venezuela (Bolivarian Republic of),2014,503733.0,2015,523800.0,20067.0,4.0
Bulgaria,2001,600371.0,2002,627273.0,26902.0,4.0
Cameroon,2015,346332.0,2016,359798.0,13466.0,4.0
Canada,2014,5643277.0,2015,5874839.0,231562.0,4.0
Canada,2022,6275106.0,2023,6543393.0,268287.0,4.0
China,2016,84986523.0,2017,88536429.0,3549906.0,4.0
China,2019,89562447.0,2020,92852722.05,3290275.049999997,4.0
Argentina,2011,2058375.56,2012,2149333.01,90957.44999999972,4.0
Argentina,2015,2329939.06,2016,2430866.0,100926.93999999994,4.0
Armenia,2022,351392.9,2023,364532.1,13139.199999999953,4.0
Azerbaijan,2006,999343.0,2007,1037317.0,37974.0,4.0
Azerbaijan,2007,1037317.0,2008,1077114.0,39797.0,4.0
Bangladesh,2013,8603000.0,2014,8950000.0,347000.0,4.0
Belarus,2022,3858797.0,2023,4020846.0,162049.0,4.0
Brazil,2007,3550510.0,2008,3676938.0,126428.0,4.0
Brazil,2013,3553772.0,2014,3689836.0,136064.0,4.0
Saudi Arabia,2020,562309.8,2021,578108.0,15798.199999999953,3.0
South Africa,2000,1697015.0,2001,1746981.0,49966.0,3.0
South Africa,2006,1857239.0,2007,1917422.0,60183.0,3.0
South Africa,2013,2173829.0,2014,2247495.0,73666.0,3.0
Spain,2001,2992422.0,2002,3078140.0,85718.0,3.0
Sudan,2021,504305.82,2022,520134.38,15828.559999999998,3.0
Sweden,2021,826000.0,2022,852200.0,26200.0,3.0
Tajikistan,2005,555125.0,2006,573687.0,18562.0,3.0
Tajikistan,2007,662093.0,2008,679774.0,17681.0,3.0
Tajikistan,2018,964643.5,2019,994433.0,29789.5,3.0
Tajikistan,2019,994433.0,2020,1021500.0,27067.0,3.0
Tunisia,2014,390000.0,2015,400000.0,10000.0,3.0
Tunisia,2019,435000.0,2020,450000.0,15000.0,3.0
Denmark,2011,1620000.0,2012,1664200.0,44200.0,3.0
Egypt,2002,1985317.0,2003,2039351.0,54034.0,3.0
Egypt,2008,3567050.0,2009,3659284.0,92234.0,3.0
Finland,2018,600300.0,2019,618900.0,18600.0,3.0
France,2019,8560410.0,2020,8822180.0,261770.0,3.0
Georgia,2004,419527.0,2005,432202.0,12675.0,3.0
Germany,2008,11369000.0,2009,11683100.0,314100.0,3.0
Greece,2008,912862.33,2009,940931.7,28069.369999999995,3.0
Greece,2021,381740.0,2022,391940.0,10200.0,3.0
Guatemala,2002,352654.46,2003,363136.98,10482.51999999996,3.0
Guatemala,2006,439127.31,2007,451669.14,12541.830000000016,3.0
Guatemala,2009,467712.7,2010,481855.71,14143.01000000001,3.0
Guatemala,2011,492007.0,2012,507506.0,15499.0,3.0
Lebanon,2016,631973.0,2017,651922.0,19949.0,3.0
Lebanon,2021,659480.0,2022,678092.55,18612.550000000047,3.0
Mexico,2013,1629938.0,2014,1678833.03,48895.03000000003,3.0
Mexico,2014,1678833.03,2015,1727345.51,48512.47999999998,3.0
Morocco,2022,1768362.0,2023,1822864.8,54502.80000000005,3.0
Mozambique,2021,479839.0,2022,495839.0,16000.0,3.0
Myanmar,2006,508400.0,2007,521300.0,12900.0,3.0
Myanmar,2014,542300.0,2015,560300.0,18000.0,3.0
Nepal,2011,2508044.0,2012,2584301.0,76257.0,3.0
Nepal,2021,3325231.0,2022,3410829.0,85598.0,3.0
Netherlands (Kingdom of the),2001,7115000.0,2002,7362738.0,247738.0,3.0
India,2004,27925800.0,2005,28787700.0,861900.0,3.0
India,2014,46395000.0,2015,48009000.0,1614000.0,3.0
Indonesia,2012,1094232.0,2013,1124282.0,30050.0,3.0
Iran (Islamic Republic of),2014,4988655.4,2015,5140623.0,151967.59999999963,3.0
Israel,2018,511163.0,2019,524394.0,13231.0,3.0
Israel,2022,488221.0,2023,504557.0,16336.0,3.0
Kazakhstan,2014,3410536.0,2015,3521048.0,110512.0,3.0
Kyrgyzstan,2010,1339416.0,2011,1379223.0,39807.0,3.0
Latvia,2010,484000.0,2011,499000.0,15000.0,3.0
New Zealand,2015,456404.95,2016,472344.94,15939.98999999999,3.0
Nigeria,2009,1000000.0,2010,1026311.02,26311.02000000002,3.0
Norway,2011,295500.0,2012,304700.0,9200.0,3.0
Peru,2013,4570673.0,2014,4704987.0,134314.0,3.0
Peru,2020,5515378.0,2021,5702349.88,186971.8799999999,3.0
Poland,2016,8872445.0,2017,9171733.0,299288.0,3.0
Republic of Korea,2015,537738.0,2016,555670.0,17932.0,3.0
Russian Federation,2017,21707645.0,2018,22394960.0,687315.0,3.0
Russian Federation,2021,18295535.1,2022,18887678.75,592143.6499999985,3.0
Russian Federation,2022,18887678.75,2023,19374440.76,486762.01000000164,3.0
Rwanda,2001,1012269.0,2002,1038931.0,26662.0,3.0
Rwanda,2014,719006.0,2015,742626.0,23620.0,3.0
Türkiye,2009,4397711.0,2010,4513453.0,115742.0,3.0
Uganda,2003,557000.0,2004,573000.0,16000.0,3.0
Ukraine,2019,20269190.0,2020,20837990.0,568800.0,3.0
United Republic of Tanzania,2000,600712.0,2001,619216.0,18504.0,3.0
United Republic of Tanzania,2001,619216.0,2002,637720.0,18504.0,3.0
Uzbekistan,2004,895730.0,2005,924180.0,28450.0,3.0
Uzbekistan,2015,2696914.0,2016,2789476.0,92562.0,3.0
Venezuela (Bolivarian Republic of),2009,499179.0,2010,512544.0,13365.0,3.0
Brazil,2020,3752999.0,2021,3853464.0,100465.0,3.0
Bulgaria,2005,375459.0,2006,386050.0,10591.0,3.0
Cameroon,2016,359798.0,2017,369492.6,9694.599999999977,3.0
Canada,2018,5204548.0,2019,5364169.0,159621.0,3.0
Chile,2021,994507.8,2022,1024511.41,30003.609999999986,3.0
China,2011,81636345.0,2012,84403933.0,2767588.0,3.0
China,2015,82893206.97,2016,84986523.0,2093316.0300000012,3.0
Colombia,2018,3018999.07,2019,3123803.8,104804.72999999998,3.0
Democratic People's Republic of Korea,2008,1520280.0,2009,1560000.0,39720.0,3.0
Democratic People's Republic of Korea,2010,1708000.0,2011,1756000.0,48000.0,3.0
Afghanistan,2020,855395.0,2021,879371.0,23976.0,3.0
Angola,2021,485371.0,2022,502204.0,16833.0,3.0
Argentina,2008,1900000.0,2009,1950000.0,50000.0,3.0
Argentina,2009,1950000.0,2010,2011097.39,61097.3899999999,3.0
Argentina,2012,2149333.01,2013,2211553.96,62220.950000000186,3.0
Argentina,2014,2264803.89,2015,2329939.06,65135.169999999925,3.0
Armenia,2001,363834.0,2002,374263.0,10429.0,3.0
Australia,2018,1188655.0,2019,1225273.58,36618.580000000075,3.0
Azerbaijan,2011,938517.0,2012,968545.0,30028.0,3.0
Azerbaijan,2012,968545.0,2013,992780.0,24235.0,3.0
Azerbaijan,2019,1004172.0,2020,1037636.8,33464.80000000005,3.0
Bangladesh,2014,8950000.0,2015,9254285.0,304285.0,3.0
Bangladesh,2020,9606000.0,2021,9887242.0,281242.0,3.0
Bangladesh,2021,9887242.0,2022,10144835.0,257593.0,3.0
Bangladesh,2022,10144835.0,2023,10431736.0,286901.0,3.0
Bolivia (Plurinational State of),2001,706324.0,2002,728785.0,22461.0,3.0
Bolivia (Plurinational State of),2010,1002902.0,2011,1032492.0,29590.0,3.0
Bosnia and Herzegovina,2004,447080.0,2005,458615.0,11535.0,3.0
Brazil,2004,3047083.0,2005,3130174.0,83091.0,3.0
Brazil,2009,3443712.0,2010,3547510.0,103798.0,3.0
Saudi Arabia,2015,459186.0,2016,466402.0,7216.0,2.0
Saudi Arabia,2016,466402.0,2017,476418.0,10016.0,2.0
Spain,2022,1881920.0,2023,1921850.0,39930.0,2.0
Sudan,2014,407600.0,2015,413800.0,6200.0,2.0
New Zealand,2014,446394.74,2015,456404.95,10010.210000000021,2.0
Norway,2020,361200.0,2021,368900.0,7700.0,2.0
Norway,2021,368900.0,2022,376400.0,7500.0,2.0
Peru,2012,4474712.65,2013,4570673.0,95960.34999999963,2.0
Peru,2019,5389231.02,2020,5515378.0,126146.98000000045,2.0
Poland,2003,13731500.0,2004,13998654.0,267154.0,2.0
Portugal,2010,383835.0,2011,389798.0,5963.0,2.0
Romania,2001,3997057.0,2002,4077633.0,80576.0,2.0
Russian Federation,2012,29532530.0,2013,30199126.0,666596.0,2.0
Türkiye,2002,5200000.0,2003,5300000.0,100000.0,2.0
Türkiye,2010,4513453.0,2011,4613071.0,99618.0,2.0
Türkiye,2021,5100000.0,2022,5200000.0,100000.0,2.0
Uganda,2002,546000.0,2003,557000.0,11000.0,2.0
Uganda,2004,573000.0,2005,585000.0,12000.0,2.0
Ukraine,2007,19102000.0,2008,19545400.0,443400.0,2.0
Ukraine,2016,21750290.0,2017,22208220.0,457930.0,2.0
Ukraine,2020,20837990.0,2021,21356320.0,518330.0,2.0
Ukraine,2022,20899210.0,2023,21358630.0,459420.0,2.0
United States of America,2013,19715480.0,2014,20056500.0,341020.0,2.0
United States of America,2015,20012720.0,2016,20426359.0,413639.0,2.0
Uzbekistan,2000,731100.0,2001,744400.0,13300.0,2.0
Uzbekistan,2019,3089658.0,2020,3143818.0,54160.0,2.0
Venezuela (Bolivarian Republic of),2005,443106.0,2006,454142.0,11036.0,2.0
Viet Nam,2007,372000.0,2008,380000.0,8000.0,2.0
Viet Nam,2008,380000.0,2009,388000.0,8000.0,2.0
Viet Nam,2022,332851.24,2023,340864.23,8012.989999999991,2.0
Brazil,2017,3655069.0,2018,3728953.0,73884.0,2.0
Brazil,2021,3853464.0,2022,3926076.0,72612.0,2.0
Cameroon,2017,369492.6,2018,377912.0,8419.400000000023,2.0
